,Round Number,Date,Home Team,Away Team,Result
12754,0,2008-08-15,Bayern Munchen,Hamburger SV,2 - 2
12755,0,2008-08-16,FC Schalke 04,Hannover 96,3 - 0
12756,0,2008-08-16,VfL Wolfsburg,1. FC Koln,2 - 1
12757,0,2008-08-16,Bayer Leverkusen,Borussia Dortmund,2 - 3
12758,0,2008-08-16,Karlsruher SC,VfL Bochum,1 - 0
12759,0,2008-08-16,Energie Cottbus,1899 Hoffenheim,0 - 3
12760,0,2008-08-16,Arminia Bielefeld,Werder Bremen,2 - 2
12761,0,2008-08-17,Eintracht Frankfurt,Hertha BSC,0 - 2
12762,0,2008-08-17,Bor. Monchengladbach,VfB Stuttgart,1 - 3
12763,0,2008-08-22,Hannover 96,Energie Cottbus,0 - 0
12764,1,2008-08-23,Werder Bremen,FC Schalke 04,1 - 1
12765,1,2008-08-23,Hamburger SV,Karlsruher SC,2 - 1
12766,1,2008-08-23,VfB Stuttgart,Bayer Leverkusen,0 - 2
12767,1,2008-08-23,Hertha BSC,Arminia Bielefeld,1 - 1
12768,1,2008-08-23,Borussia Dortmund,Bayern Munchen,1 - 1
12769,1,2008-08-23,1899 Hoffenheim,Bor. Monchengladbach,1 - 0
12770,1,2008-08-24,VfL Bochum,VfL Wolfsburg,2 - 2
12771,1,2008-08-24,1. FC Koln,Eintracht Frankfurt,1 - 1
12772,1,2008-08-29,Karlsruher SC,1. FC Koln,0 - 2
12773,2,2008-08-30,FC Schalke 04,VfL Bochum,1 - 0
12774,2,2008-08-30,VfL Wolfsburg,Eintracht Frankfurt,2 - 2
12775,2,2008-08-30,Bayer Leverkusen,1899 Hoffenheim,5 - 2
12776,2,2008-08-30,Energie Cottbus,Borussia Dortmund,0 - 1
12777,2,2008-08-30,Arminia Bielefeld,Hamburger SV,2 - 4
12778,2,2008-08-30,Bor. Monchengladbach,Werder Bremen,3 - 2
12779,2,2008-08-31,Bayern Munchen,Hertha BSC,4 - 1
12780,2,2008-08-31,VfB Stuttgart,Hannover 96,2 - 0
12781,2,2008-09-13,Werder Bremen,Energie Cottbus,3 - 0
12782,3,2008-09-13,Hamburger SV,Bayer Leverkusen,3 - 2
12783,3,2008-09-13,Hertha BSC,VfL Wolfsburg,2 - 2
12784,3,2008-09-13,Borussia Dortmund,FC Schalke 04,3 - 3
