,Round Number,Date,Home Team,Away Team,Result
1398,0,1970-08-15,Rot-Weiss Essen,Hannover 96,2 - 0
1399,0,1970-08-15,Werder Bremen,1. FC Koln,1 - 1
1400,0,1970-08-15,VfB Stuttgart,Bayern Munchen,1 - 1
1401,0,1970-08-15,Hertha BSC,1. FC Kaiserslautern,5 - 3
1402,0,1970-08-15,Bor. Monchengladbach,Kickers Offenbach,2 - 0
1403,0,1970-08-15,MSV Duisburg,Rot-Weiss Oberhausen,2 - 2
1404,0,1970-08-15,Borussia Dortmund,Arminia Bielefeld,3 - 0
1405,0,1970-08-15,Eintracht Braunschweig,FC Schalke 04,3 - 3
1406,0,1970-08-15,Eintracht Frankfurt,Hamburger SV,0 - 0
1407,0,1970-08-22,1. FC Koln,Eintracht Braunschweig,3 - 1
1408,1,1970-08-22,FC Schalke 04,MSV Duisburg,1 - 0
1409,1,1970-08-22,Arminia Bielefeld,Rot-Weiss Essen,0 - 0
1410,1,1970-08-22,Rot-Weiss Oberhausen,VfB Stuttgart,1 - 2
1411,1,1970-08-22,1. FC Kaiserslautern,Borussia Dortmund,1 - 0
1412,1,1970-08-22,Hamburger SV,Bor. Monchengladbach,2 - 2
1413,1,1970-08-22,Kickers Offenbach,Werder Bremen,2 - 1
1414,1,1970-08-22,Bayern Munchen,Hertha BSC,1 - 0
1415,1,1970-08-22,Hannover 96,Eintracht Frankfurt,1 - 2
1416,1,1970-08-28,Borussia Dortmund,Bayern Munchen,0 - 0
1417,2,1970-08-28,Eintracht Frankfurt,Arminia Bielefeld,1 - 1
1418,2,1970-08-28,Eintracht Braunschweig,Werder Bremen,1 - 0
1419,2,1970-08-28,Bor. Monchengladbach,Hannover 96,0 - 0
1420,2,1970-08-28,Rot-Weiss Essen,1. FC Kaiserslautern,4 - 0
1421,2,1970-08-28,VfB Stuttgart,FC Schalke 04,1 - 1
1422,2,1970-08-28,Hertha BSC,Rot-Weiss Oberhausen,3 - 1
1423,2,1970-10-28,Hamburger SV,Kickers Offenbach,3 - 2
1424,2,1970-10-28,MSV Duisburg,1. FC Koln,0 - 0
1425,2,1970-09-05,1. FC Kaiserslautern,Eintracht Frankfurt,2 - 0
1426,3,1970-09-05,Kickers Offenbach,Eintracht Braunschweig,0 - 2
1427,3,1970-09-05,Werder Bremen,MSV Duisburg,0 - 2
1428,3,1970-09-05,Hannover 96,Hamburger SV,0 - 3
1429,3,1970-09-05,Bayern Munchen,Rot-Weiss Essen,2 - 2
1430,3,1970-09-05,Arminia Bielefeld,Bor. Monchengladbach,0 - 2
1431,3,1970-09-05,1. FC Koln,VfB Stuttgart,2 - 1
1432,3,1970-09-05,FC Schalke 04,Hertha BSC,0 - 1
1433,3,1970-09-05,Rot-Weiss Oberhausen,Borussia Dortmund,0 - 1
1434,3,1970-09-11,VfB Stuttgart,Werder Bremen,3 - 0
1435,4,1970-09-11,MSV Duisburg,Eintracht Braunschweig,0 - 0
1436,4,1970-09-12,Hannover 96,Kickers Offenbach,1 - 1
1437,4,1970-09-12,Hamburger SV,Arminia Bielefeld,3 - 2
1438,4,1970-09-12,Hertha BSC,1. FC Koln,3 - 2
