,Round Number,Date,Home Team,Away Team,Result
27902,0,1998-07-30,Hannover 96,Karlsruher SC,1 - 0
27903,0,1998-07-31,Fortuna Koln,Fortuna Dusseldorf,2 - 1
27904,0,1998-07-31,Energie Cottbus,Stuttgarter Kickers,2 - 0
27905,0,1998-07-31,FC St. Pauli,Tennis Borussia Berlin,1 - 0
27906,0,1998-08-02,Rot-Weiss Oberhausen,KFC Uerdingen 05,0 - 0
27907,0,1998-08-02,1. FSV Mainz 05,SpVgg Greuther Furth,3 - 0
27908,0,1998-08-02,SSV Ulm 1846,SG Wattenscheid 09,2 - 0
27909,0,1998-08-02,SpVgg Unterhaching,Arminia Bielefeld,0 - 2
27910,0,1998-08-02,FC Gutersloh,1. FC Koln,0 - 1
27911,0,1998-08-07,1. FC Koln,SpVgg Unterhaching,0 - 1
27912,1,1998-08-07,Stuttgarter Kickers,Rot-Weiss Oberhausen,2 - 0
27913,1,1998-08-07,KFC Uerdingen 05,Fortuna Koln,1 - 2
27914,1,1998-08-09,Karlsruher SC,SSV Ulm 1846,1 - 2
27915,1,1998-08-09,SG Wattenscheid 09,1. FSV Mainz 05,1 - 1
27916,1,1998-08-09,SpVgg Greuther Furth,FC St. Pauli,1 - 0
27917,1,1998-08-09,Tennis Borussia Berlin,Energie Cottbus,1 - 0
27918,1,1998-08-09,Fortuna Dusseldorf,FC Gutersloh,3 - 1
27919,1,1998-08-10,Arminia Bielefeld,Hannover 96,0 - 1
27920,1,1998-08-11,Fortuna Koln,Stuttgarter Kickers,2 - 1
27921,2,1998-08-12,Rot-Weiss Oberhausen,Tennis Borussia Berlin,0 - 2
27922,2,1998-08-13,FC Gutersloh,SpVgg Unterhaching,1 - 1
27923,2,1998-08-13,Energie Cottbus,SpVgg Greuther Furth,1 - 1
27924,2,1998-08-13,FC St. Pauli,SG Wattenscheid 09,1 - 0
27925,2,1998-08-13,1. FSV Mainz 05,Karlsruher SC,4 - 1
27926,2,1998-08-13,SSV Ulm 1846,Arminia Bielefeld,6 - 2
27927,2,1998-08-13,Fortuna Dusseldorf,KFC Uerdingen 05,2 - 2
27928,2,1998-08-15,Tennis Borussia Berlin,Fortuna Koln,3 - 2
27929,3,1998-08-16,1. FC Koln,SSV Ulm 1846,1 - 1
27930,3,1998-08-16,SG Wattenscheid 09,Energie Cottbus,1 - 1
27931,3,1998-08-16,SpVgg Greuther Furth,Rot-Weiss Oberhausen,1 - 1
27932,3,1998-08-16,Stuttgarter Kickers,Fortuna Dusseldorf,1 - 0
27933,3,1998-08-16,KFC Uerdingen 05,FC Gutersloh,2 - 0
27934,3,1998-08-16,SpVgg Unterhaching,Hannover 96,3 - 1
27935,3,1998-08-16,Arminia Bielefeld,1. FSV Mainz 05,1 - 0
27936,3,1998-08-17,Karlsruher SC,FC St. Pauli,3 - 0
27937,3,1998-08-21,1. FSV Mainz 05,1. FC Koln,2 - 1
27938,4,1998-08-21,SSV Ulm 1846,SpVgg Unterhaching,3 - 1
27939,4,1998-08-21,KFC Uerdingen 05,Stuttgarter Kickers,0 - 1
27940,4,1998-08-23,Fortuna Koln,SpVgg Greuther Furth,1 - 4
27941,4,1998-08-23,Rot-Weiss Oberhausen,SG Wattenscheid 09,1 - 0
27942,4,1998-08-23,Energie Cottbus,Karlsruher SC,4 - 0
27943,4,1998-08-23,FC Gutersloh,Hannover 96,2 - 1
27944,4,1998-08-24,FC St. Pauli,Arminia Bielefeld,1 - 2
27945,4,1998-09-09,Fortuna Dusseldorf,Tennis Borussia Berlin,2 - 2
