,Round Number,Date,Home Team,Away Team,Result
34634,0,2018-08-24,Bayern Munchen,1899 Hoffenheim,3 - 1
34635,0,2018-08-25,Fortuna Dusseldorf,FC Augsburg,1 - 2
34636,0,2018-08-25,SC Freiburg,Eintracht Frankfurt,0 - 2
34637,0,2018-08-25,Hertha BSC,1. FC Nurnberg,1 - 0
34638,0,2018-08-25,Bor. Monchengladbach,Bayer Leverkusen,2 - 0
34639,0,2018-08-25,Werder Bremen,Hannover 96,1 - 1
34640,0,2018-08-25,VfL Wolfsburg,FC Schalke 04,2 - 1
34641,0,2018-08-26,Borussia Dortmund,RasenBallsport Leipzig,4 - 1
34642,0,2018-08-26,1. FSV Mainz 05,VfB Stuttgart,1 - 0
34643,0,2018-08-31,Hannover 96,Borussia Dortmund,0 - 0
34644,1,2018-09-01,FC Augsburg,Bor. Monchengladbach,1 - 1
34645,1,2018-09-01,Eintracht Frankfurt,Werder Bremen,1 - 2
34646,1,2018-09-01,1899 Hoffenheim,SC Freiburg,3 - 1
34647,1,2018-09-01,Bayer Leverkusen,VfL Wolfsburg,1 - 3
34648,1,2018-09-01,1. FC Nurnberg,1. FSV Mainz 05,1 - 1
34649,1,2018-09-01,VfB Stuttgart,Bayern Munchen,0 - 3
34650,1,2018-09-02,RasenBallsport Leipzig,Fortuna Dusseldorf,1 - 1
34651,1,2018-09-02,FC Schalke 04,Hertha BSC,0 - 2
34652,1,2018-09-14,Borussia Dortmund,Eintracht Frankfurt,3 - 1
34653,2,2018-09-15,Bayern Munchen,Bayer Leverkusen,3 - 1
34654,2,2018-09-15,Fortuna Dusseldorf,1899 Hoffenheim,2 - 1
34655,2,2018-09-15,1. FSV Mainz 05,FC Augsburg,2 - 1
34656,2,2018-09-15,Bor. Monchengladbach,FC Schalke 04,2 - 1
34657,2,2018-09-15,RasenBallsport Leipzig,Hannover 96,3 - 2
34658,2,2018-09-15,VfL Wolfsburg,Hertha BSC,2 - 2
34659,2,2018-09-16,SC Freiburg,VfB Stuttgart,3 - 3
34660,2,2018-09-16,Werder Bremen,1. FC Nurnberg,1 - 1
34661,2,2018-09-21,VfB Stuttgart,Fortuna Dusseldorf,0 - 0
34662,3,2018-09-22,FC Augsburg,Werder Bremen,2 - 3
34663,3,2018-09-22,Hertha BSC,Bor. Monchengladbach,4 - 2
34664,3,2018-09-22,1899 Hoffenheim,Borussia Dortmund,1 - 1
34665,3,2018-09-22,1. FC Nurnberg,Hannover 96,2 - 0
34666,3,2018-09-22,FC Schalke 04,Bayern Munchen,0 - 2
34667,3,2018-09-22,VfL Wolfsburg,SC Freiburg,1 - 3
34668,3,2018-09-23,Eintracht Frankfurt,RasenBallsport Leipzig,1 - 1
34669,3,2018-09-23,Bayer Leverkusen,1. FSV Mainz 05,1 - 0
34670,3,2018-09-25,Bayern Munchen,FC Augsburg,1 - 1
34671,4,2018-09-25,SC Freiburg,FC Schalke 04,1 - 0
34672,4,2018-09-25,Hannover 96,1899 Hoffenheim,1 - 3
34673,4,2018-09-25,Werder Bremen,Hertha BSC,3 - 1
34674,4,2018-09-26,Borussia Dortmund,1. FC Nurnberg,7 - 0
34675,4,2018-09-26,Fortuna Dusseldorf,Bayer Leverkusen,1 - 2
34676,4,2018-09-26,1. FSV Mainz 05,VfL Wolfsburg,0 - 0
34677,4,2018-09-26,Bor. Monchengladbach,Eintracht Frankfurt,3 - 1
34678,4,2018-09-26,RasenBallsport Leipzig,VfB Stuttgart,2 - 0
34679,4,2018-09-28,Hertha BSC,Bayern Munchen,2 - 0
34680,5,2018-09-29,1899 Hoffenheim,RasenBallsport Leipzig,1 - 2
34681,5,2018-09-29,Bayer Leverkusen,Borussia Dortmund,2 - 4
34682,5,2018-09-29,1. FC Nurnberg,Fortuna Dusseldorf,3 - 0
34683,5,2018-09-29,FC Schalke 04,1. FSV Mainz 05,1 - 0
34684,5,2018-09-29,VfB Stuttgart,Werder Bremen,2 - 1
34685,5,2018-09-29,VfL Wolfsburg,Bor. Monchengladbach,2 - 2
34686,5,2018-09-30,FC Augsburg,SC Freiburg,4 - 1
34687,5,2018-09-30,Eintracht Frankfurt,Hannover 96,4 - 1
