,Round Number,Date,Home Team,Away Team,Result
8164,0,1993-08-06,Bor. Monchengladbach,Eintracht Frankfurt,0 - 4
8165,0,1993-08-06,Hamburger SV,1. FC Nurnberg,5 - 2
8166,0,1993-08-06,Borussia Dortmund,Karlsruher SC,2 - 1
8167,0,1993-08-07,1. FC Koln,1. FC Kaiserslautern,0 - 2
8168,0,1993-08-07,SG Wattenscheid 09,FC Schalke 04,3 - 0
8169,0,1993-08-07,Bayern Munchen,SC Freiburg,3 - 1
8170,0,1993-08-07,MSV Duisburg,Bayer Leverkusen,2 - 2
8171,0,1993-08-07,VfB Leipzig,Dynamo Dresden,3 - 3
8172,0,1993-08-08,Werder Bremen,VfB Stuttgart,5 - 1
8173,0,1993-08-13,1. FC Nurnberg,1. FC Koln,1 - 0
8174,1,1993-08-13,Dynamo Dresden,MSV Duisburg,0 - 1
8175,1,1993-08-14,Bayer Leverkusen,Bayern Munchen,2 - 1
8176,1,1993-08-14,SC Freiburg,SG Wattenscheid 09,4 - 1
8177,1,1993-08-14,Karlsruher SC,Hamburger SV,2 - 0
8178,1,1993-08-14,1. FC Kaiserslautern,Bor. Monchengladbach,4 - 2
8179,1,1993-08-14,Eintracht Frankfurt,Werder Bremen,2 - 2
8180,1,1993-08-15,FC Schalke 04,Borussia Dortmund,1 - 0
8181,1,1993-09-11,VfB Stuttgart,VfB Leipzig,0 - 0
8182,1,1993-08-17,Werder Bremen,VfB Leipzig,3 - 1
8183,2,1993-08-20,SG Wattenscheid 09,Bayer Leverkusen,1 - 2
8184,2,1993-08-20,1. FC Koln,Karlsruher SC,2 - 1
8185,2,1993-08-21,Bor. Monchengladbach,1. FC Nurnberg,2 - 0
8186,2,1993-08-21,Hamburger SV,FC Schalke 04,4 - 1
8187,2,1993-08-21,Borussia Dortmund,SC Freiburg,3 - 2
8188,2,1993-08-21,MSV Duisburg,VfB Stuttgart,2 - 2
8189,2,1993-08-21,Eintracht Frankfurt,1. FC Kaiserslautern,1 - 0
8190,2,1993-08-22,Bayern Munchen,Dynamo Dresden,5 - 0
8191,2,1993-08-27,SC Freiburg,Hamburger SV,0 - 1
8192,3,1993-08-27,Karlsruher SC,Bor. Monchengladbach,1 - 0
8193,3,1993-08-27,VfB Leipzig,MSV Duisburg,1 - 1
8194,3,1993-08-28,Bayer Leverkusen,Borussia Dortmund,2 - 1
8195,3,1993-08-28,FC Schalke 04,1. FC Koln,1 - 2
8196,3,1993-08-28,1. FC Nurnberg,Eintracht Frankfurt,1 - 5
8197,3,1993-08-28,1. FC Kaiserslautern,Werder Bremen,2 - 3
8198,3,1993-08-28,Dynamo Dresden,SG Wattenscheid 09,1 - 1
8199,3,1993-08-29,VfB Stuttgart,Bayern Munchen,2 - 2
8200,3,1993-08-31,Bor. Monchengladbach,FC Schalke 04,3 - 2
8201,4,1993-08-31,1. FC Kaiserslautern,1. FC Nurnberg,3 - 1
8202,4,1993-08-31,Eintracht Frankfurt,Karlsruher SC,3 - 1
8203,4,1993-08-31,Werder Bremen,MSV Duisburg,1 - 5
8204,4,1993-09-01,SG Wattenscheid 09,VfB Stuttgart,2 - 4
8205,4,1993-09-01,1. FC Koln,SC Freiburg,2 - 0
8206,4,1993-09-01,Hamburger SV,Bayer Leverkusen,2 - 1
8207,4,1993-09-01,Borussia Dortmund,Dynamo Dresden,4 - 0
8208,4,1993-09-01,Bayern Munchen,VfB Leipzig,3 - 0
8209,4,1993-09-03,Karlsruher SC,1. FC Kaiserslautern,1 - 1
8210,5,1993-09-03,1. FC Nurnberg,Werder Bremen,0 - 1
8211,5,1993-09-04,VfB Stuttgart,Borussia Dortmund,2 - 2
8212,5,1993-09-04,Bayer Leverkusen,1. FC Koln,2 - 1
8213,5,1993-09-04,SC Freiburg,Bor. Monchengladbach,3 - 3
8214,5,1993-09-04,FC Schalke 04,Eintracht Frankfurt,1 - 3
8215,5,1993-09-04,MSV Duisburg,Bayern Munchen,2 - 2
8216,5,1993-09-04,VfB Leipzig,SG Wattenscheid 09,0 - 0
8217,5,1993-09-05,Dynamo Dresden,Hamburger SV,1 - 1
8218,5,1993-09-07,Bor. Monchengladbach,Bayer Leverkusen,2 - 2
8219,6,1993-09-07,Borussia Dortmund,VfB Leipzig,0 - 1
8220,6,1993-09-07,1. FC Nurnberg,Karlsruher SC,1 - 1
8221,6,1993-09-08,SG Wattenscheid 09,MSV Duisburg,0 - 2
8222,6,1993-09-08,1. FC Koln,Dynamo Dresden,0 - 1
8223,6,1993-09-08,Hamburger SV,VfB Stuttgart,3 - 2
8224,6,1993-09-08,1. FC Kaiserslautern,FC Schalke 04,0 - 0
8225,6,1993-09-08,Eintracht Frankfurt,SC Freiburg,3 - 0
8226,6,1993-09-09,Werder Bremen,Bayern Munchen,1 - 0
8227,6,1993-09-17,SC Freiburg,1. FC Kaiserslautern,2 - 3
8228,7,1993-09-17,VfB Stuttgart,1. FC Koln,1 - 1
8229,7,1993-09-17,VfB Leipzig,Hamburger SV,1 - 4
8230,7,1993-09-18,Bayer Leverkusen,Eintracht Frankfurt,2 - 2
8231,7,1993-09-18,FC Schalke 04,1. FC Nurnberg,1 - 2
8232,7,1993-09-18,Bayern Munchen,SG Wattenscheid 09,3 - 3
8233,7,1993-09-18,MSV Duisburg,Borussia Dortmund,2 - 2
8234,7,1993-09-18,Dynamo Dresden,Bor. Monchengladbach,2 - 1
8235,7,1993-09-19,Karlsruher SC,Werder Bremen,0 - 3
8236,7,1993-09-24,Hamburger SV,MSV Duisburg,0 - 1
8237,8,1993-09-24,Karlsruher SC,FC Schalke 04,0 - 0
8238,8,1993-09-24,Eintracht Frankfurt,Dynamo Dresden,3 - 2
8239,8,1993-09-25,1. FC Koln,VfB Leipzig,3 - 1
8240,8,1993-09-25,Borussia Dortmund,Bayern Munchen,1 - 1
8241,8,1993-09-25,1. FC Nurnberg,SC Freiburg,2 - 2
8242,8,1993-09-25,1. FC Kaiserslautern,Bayer Leverkusen,3 - 2
8243,8,1993-09-25,Werder Bremen,SG Wattenscheid 09,0 - 0
8244,8,1993-09-29,Bor. Monchengladbach,VfB Stuttgart,0 - 2
8245,8,1993-10-01,MSV Duisburg,1. FC Koln,0 - 0
8246,9,1993-10-01,Dynamo Dresden,1. FC Kaiserslautern,3 - 1
8247,9,1993-10-02,VfB Stuttgart,Eintracht Frankfurt,0 - 2
8248,9,1993-10-02,Bayer Leverkusen,1. FC Nurnberg,4 - 0
8249,9,1993-10-02,SC Freiburg,Karlsruher SC,3 - 3
8250,9,1993-10-02,Bayern Munchen,Hamburger SV,4 - 0
8251,9,1993-10-02,VfB Leipzig,Bor. Monchengladbach,1 - 1
8252,9,1993-10-03,SG Wattenscheid 09,Borussia Dortmund,1 - 2
8253,9,1993-10-04,FC Schalke 04,Werder Bremen,1 - 1
8254,9,1993-10-08,Karlsruher SC,Bayer Leverkusen,2 - 0
8255,10,1993-10-08,1. FC Nurnberg,Dynamo Dresden,3 - 0
8256,10,1993-10-08,Werder Bremen,Borussia Dortmund,4 - 0
8257,10,1993-10-09,Bor. Monchengladbach,MSV Duisburg,4 - 1
8258,10,1993-10-09,1. FC Koln,Bayern Munchen,0 - 4
8259,10,1993-10-09,Hamburger SV,SG Wattenscheid 09,2 - 1
8260,10,1993-10-09,FC Schalke 04,SC Freiburg,1 - 3
8261,10,1993-10-09,1. FC Kaiserslautern,VfB Stuttgart,5 - 0
8262,10,1993-10-09,Eintracht Frankfurt,VfB Leipzig,2 - 1
8263,10,1993-10-15,SG Wattenscheid 09,1. FC Koln,2 - 2
8264,11,1993-10-15,MSV Duisburg,Eintracht Frankfurt,1 - 0
8265,11,1993-10-15,Dynamo Dresden,Karlsruher SC,1 - 1
8266,11,1993-10-16,VfB Stuttgart,1. FC Nurnberg,1 - 0
8267,11,1993-10-16,Bayer Leverkusen,FC Schalke 04,5 - 1
8268,11,1993-10-16,SC Freiburg,Werder Bremen,0 - 0
8269,11,1993-10-16,Borussia Dortmund,Hamburger SV,2 - 1
8270,11,1993-10-16,Bayern Munchen,Bor. Monchengladbach,3 - 1
8271,11,1993-10-17,VfB Leipzig,1. FC Kaiserslautern,0 - 0
8272,11,1993-10-22,Bor. Monchengladbach,SG Wattenscheid 09,3 - 3
8273,12,1993-10-22,1. FC Nurnberg,VfB Leipzig,5 - 0
8274,12,1993-10-22,1. FC Kaiserslautern,MSV Duisburg,2 - 0
8275,12,1993-10-23,1. FC Koln,Borussia Dortmund,2 - 0
8276,12,1993-10-23,SC Freiburg,Bayer Leverkusen,1 - 0
8277,12,1993-10-23,FC Schalke 04,Dynamo Dresden,0 - 0
8278,12,1993-10-23,Eintracht Frankfurt,Bayern Munchen,2 - 2
8279,12,1993-10-24,Werder Bremen,Hamburger SV,0 - 2
