,Round Number,Date,Home Team,Away Team,Result
26298,0,1993-07-27,Tennis Borussia Berlin,1. FSV Mainz 05,0 - 1
26299,0,1993-07-27,Waldhof Mannheim,Fortuna Koln,1 - 1
26300,0,1993-07-27,Hansa Rostock,1860 Munchen,4 - 0
26301,0,1993-07-27,FC 08 Homburg,FC St. Pauli,2 - 1
26302,0,1993-07-28,Carl Zeiss Jena,Hertha BSC,1 - 1
26303,0,1993-07-28,VfL Wolfsburg,KFC Uerdingen 05,3 - 0
26304,0,1993-07-28,Stuttgarter Kickers,Hannover 96,0 - 0
26305,0,1993-07-28,SV Meppen,VfL Bochum,0 - 1
26306,0,1993-07-28,Chemnitzer FC,Wuppertaler SV,0 - 0
26307,0,1993-07-28,Rot-Weiss Essen,1. FC Saarbrucken,3 - 1
26308,0,1993-07-31,Fortuna Koln,VfL Wolfsburg,2 - 0
26309,1,1993-07-31,KFC Uerdingen 05,FC 08 Homburg,0 - 1
26310,1,1993-07-31,FC St. Pauli,Chemnitzer FC,3 - 0
26311,1,1993-07-31,Wuppertaler SV,SV Meppen,0 - 1
26312,1,1993-07-31,VfL Bochum,Hansa Rostock,2 - 0
26313,1,1993-07-31,1860 Munchen,Rot-Weiss Essen,1 - 0
26314,1,1993-07-31,1. FC Saarbrucken,Stuttgarter Kickers,3 - 0
26315,1,1993-07-31,Hannover 96,Tennis Borussia Berlin,0 - 1
26316,1,1993-07-31,1. FSV Mainz 05,Carl Zeiss Jena,2 - 0
26317,1,1993-07-31,Hertha BSC,Waldhof Mannheim,1 - 0
26318,1,1993-08-06,Carl Zeiss Jena,Waldhof Mannheim,2 - 2
26319,2,1993-08-06,Tennis Borussia Berlin,1. FC Saarbrucken,0 - 4
26320,2,1993-08-06,Chemnitzer FC,KFC Uerdingen 05,1 - 4
26321,2,1993-08-07,1. FSV Mainz 05,Hannover 96,1 - 0
26322,2,1993-08-07,Stuttgarter Kickers,1860 Munchen,0 - 2
