,Round Number,Date,Home Team,Away Team,Result
10612,0,2001-07-28,TSV 1860 Munchen,1. FC Kaiserslautern,0 - 4
10613,0,2001-07-28,VfB Stuttgart,1. FC Koln,0 - 0
10614,0,2001-07-28,Energie Cottbus,Hamburger SV,1 - 0
10615,0,2001-07-28,SC Freiburg,Werder Bremen,3 - 0
10616,0,2001-07-28,Borussia Dortmund,1. FC Nurnberg,2 - 0
10617,0,2001-07-28,Bayer Leverkusen,VfL Wolfsburg,2 - 1
10618,0,2001-07-28,Bor. Monchengladbach,Bayern Munchen,1 - 0
10619,0,2001-07-29,FC St. Pauli,Hertha BSC,0 - 0
10620,0,2001-08-21,FC Schalke 04,Hansa Rostock,3 - 1
10621,0,2001-08-04,Bayern Munchen,FC Schalke 04,3 - 0
10622,1,2001-08-04,VfL Wolfsburg,FC St. Pauli,1 - 1
10623,1,2001-08-04,Hertha BSC,Borussia Dortmund,0 - 2
10624,1,2001-08-04,Werder Bremen,Energie Cottbus,3 - 2
10625,1,2001-08-04,Hamburger SV,VfB Stuttgart,2 - 0
10626,1,2001-08-04,1. FC Koln,TSV 1860 Munchen,2 - 0
10627,1,2001-08-04,Hansa Rostock,Bayer Leverkusen,0 - 3
10628,1,2001-08-05,1. FC Nurnberg,SC Freiburg,2 - 0
10629,1,2001-08-05,1. FC Kaiserslautern,Bor. Monchengladbach,3 - 2
10630,1,2001-08-11,TSV 1860 Munchen,Hamburger SV,1 - 1
10631,2,2001-08-11,VfB Stuttgart,Werder Bremen,0 - 0
10632,2,2001-08-11,Energie Cottbus,1. FC Nurnberg,1 - 0
10633,2,2001-08-11,SC Freiburg,Hertha BSC,1 - 3
10634,2,2001-08-11,Borussia Dortmund,VfL Wolfsburg,4 - 0
10635,2,2001-08-11,Bayer Leverkusen,Bayern Munchen,1 - 1
10636,2,2001-08-11,1. FC Kaiserslautern,1. FC Koln,2 - 1
10637,2,2001-08-12,FC St. Pauli,Hansa Rostock,0 - 1
10638,2,2001-08-12,Bor. Monchengladbach,FC Schalke 04,0 - 0
10639,2,2001-08-18,Bayern Munchen,FC St. Pauli,2 - 0
10640,3,2001-08-18,VfL Wolfsburg,SC Freiburg,1 - 1
10641,3,2001-08-18,1. FC Nurnberg,VfB Stuttgart,2 - 4
10642,3,2001-08-18,Werder Bremen,TSV 1860 Munchen,1 - 3
10643,3,2001-08-18,Hamburger SV,1. FC Kaiserslautern,2 - 3
10644,3,2001-08-18,FC Schalke 04,Bayer Leverkusen,3 - 3
10645,3,2001-08-18,Hansa Rostock,Borussia Dortmund,0 - 2
10646,3,2001-08-19,Hertha BSC,Energie Cottbus,2 - 3
10647,3,2001-08-19,1. FC Koln,Bor. Monchengladbach,0 - 2
10648,3,2001-09-08,TSV 1860 Munchen,1. FC Nurnberg,1 - 0
10649,4,2001-09-08,VfB Stuttgart,Hertha BSC,0 - 0
10650,4,2001-09-08,Energie Cottbus,VfL Wolfsburg,3 - 3
10651,4,2001-09-08,SC Freiburg,Hansa Rostock,1 - 1
10652,4,2001-09-08,Borussia Dortmund,Bayern Munchen,0 - 2
10653,4,2001-09-08,FC St. Pauli,FC Schalke 04,0 - 2
10654,4,2001-09-08,Bor. Monchengladbach,Bayer Leverkusen,0 - 1
10655,4,2001-09-09,1. FC Koln,Hamburger SV,2 - 1
10656,4,2001-09-09,1. FC Kaiserslautern,Werder Bremen,2 - 1
10657,4,2001-09-15,Bayern Munchen,SC Freiburg,1 - 0
10658,5,2001-09-15,VfL Wolfsburg,VfB Stuttgart,0 - 2
10659,5,2001-09-15,1. FC Nurnberg,1. FC Kaiserslautern,0 - 2
10660,5,2001-09-15,Werder Bremen,1. FC Koln,1 - 1
10661,5,2001-09-15,Hamburger SV,Bor. Monchengladbach,3 - 3
10662,5,2001-09-15,Bayer Leverkusen,FC St. Pauli,3 - 1
10663,5,2001-09-15,FC Schalke 04,Borussia Dortmund,1 - 0
10664,5,2001-09-16,Hertha BSC,TSV 1860 Munchen,2 - 1
10665,5,2001-09-16,Hansa Rostock,Energie Cottbus,0 - 0
10666,5,2001-09-22,VfB Stuttgart,Hansa Rostock,2 - 1
10667,6,2001-09-22,Energie Cottbus,Bayern Munchen,0 - 3
10668,6,2001-09-22,SC Freiburg,FC Schalke 04,2 - 0
10669,6,2001-09-22,Borussia Dortmund,Bayer Leverkusen,1 - 1
10670,6,2001-09-22,Hamburger SV,Werder Bremen,0 - 4
10671,6,2001-09-22,1. FC Koln,1. FC Nurnberg,1 - 2
10672,6,2001-09-22,1. FC Kaiserslautern,Hertha BSC,4 - 1
10673,6,2001-09-23,TSV 1860 Munchen,VfL Wolfsburg,2 - 1
10674,6,2001-09-23,Bor. Monchengladbach,FC St. Pauli,2 - 2
10675,6,2001-09-29,VfL Wolfsburg,1. FC Kaiserslautern,2 - 0
10676,7,2001-09-29,Hertha BSC,1. FC Koln,3 - 0
10677,7,2001-09-29,1. FC Nurnberg,Hamburger SV,0 - 0
10678,7,2001-09-29,Werder Bremen,Bor. Monchengladbach,1 - 0
10679,7,2001-09-29,FC St. Pauli,Borussia Dortmund,1 - 2
10680,7,2001-09-29,FC Schalke 04,Energie Cottbus,2 - 0
10681,7,2001-09-29,Hansa Rostock,TSV 1860 Munchen,2 - 2
10682,7,2001-09-30,Bayern Munchen,VfB Stuttgart,4 - 0
10683,7,2001-09-30,Bayer Leverkusen,SC Freiburg,4 - 1
10684,7,2001-10-13,TSV 1860 Munchen,Bayern Munchen,1 - 5
10685,8,2001-10-13,VfB Stuttgart,FC Schalke 04,3 - 0
10686,8,2001-10-13,Energie Cottbus,Bayer Leverkusen,2 - 3
10687,8,2001-10-13,SC Freiburg,FC St. Pauli,2 - 2
10688,8,2001-10-13,Hamburger SV,Hertha BSC,4 - 0
10689,8,2001-10-13,1. FC Kaiserslautern,Hansa Rostock,3 - 1
10690,8,2001-10-13,Bor. Monchengladbach,Borussia Dortmund,1 - 2
10691,8,2001-10-14,Werder Bremen,1. FC Nurnberg,3 - 0
10692,8,2001-10-14,1. FC Koln,VfL Wolfsburg,0 - 4
10693,8,2001-10-20,Bayern Munchen,1. FC Kaiserslautern,4 - 1
10694,9,2001-10-20,Hertha BSC,Werder Bremen,3 - 1
10695,9,2001-10-20,1. FC Nurnberg,Bor. Monchengladbach,1 - 2
10696,9,2001-10-20,FC St. Pauli,Energie Cottbus,4 - 0
10697,9,2001-10-20,Bayer Leverkusen,VfB Stuttgart,4 - 1
10698,9,2001-10-20,FC Schalke 04,TSV 1860 Munchen,1 - 0
10699,9,2001-10-20,Hansa Rostock,1. FC Koln,3 - 0
10700,9,2001-10-21,VfL Wolfsburg,Hamburger SV,0 - 1
10701,9,2001-10-21,Borussia Dortmund,SC Freiburg,0 - 2
10702,9,2001-10-27,TSV 1860 Munchen,Bayer Leverkusen,1 - 4
10703,10,2001-10-27,VfB Stuttgart,FC St. Pauli,2 - 0
10704,10,2001-10-27,Energie Cottbus,Borussia Dortmund,0 - 2
10705,10,2001-10-27,Werder Bremen,VfL Wolfsburg,1 - 0
10706,10,2001-10-27,1. FC Koln,Bayern Munchen,0 - 2
10707,10,2001-10-27,1. FC Kaiserslautern,FC Schalke 04,0 - 0
10708,10,2001-10-27,Bor. Monchengladbach,SC Freiburg,2 - 2
10709,10,2001-10-28,1. FC Nurnberg,Hertha BSC,1 - 3
10710,10,2001-10-28,Hamburger SV,Hansa Rostock,0 - 1
10711,10,2001-11-03,Bayern Munchen,Hamburger SV,3 - 0
10712,11,2001-11-03,VfL Wolfsburg,1. FC Nurnberg,5 - 0
10713,11,2001-11-03,Borussia Dortmund,VfB Stuttgart,1 - 0
10714,11,2001-11-03,FC St. Pauli,TSV 1860 Munchen,0 - 3
10715,11,2001-11-03,Bayer Leverkusen,1. FC Kaiserslautern,2 - 1
10716,11,2001-11-03,FC Schalke 04,1. FC Koln,3 - 1
10717,11,2001-11-03,Hansa Rostock,Werder Bremen,0 - 1
10718,11,2001-11-04,Hertha BSC,Bor. Monchengladbach,3 - 0
10719,11,2001-11-04,SC Freiburg,Energie Cottbus,3 - 1
10720,11,2001-11-17,TSV 1860 Munchen,Borussia Dortmund,1 - 3
10721,12,2001-11-17,VfB Stuttgart,SC Freiburg,3 - 0
10722,12,2001-11-17,Hertha BSC,VfL Wolfsburg,2 - 0
10723,12,2001-11-17,Werder Bremen,Bayern Munchen,1 - 0
10724,12,2001-11-17,Hamburger SV,FC Schalke 04,0 - 0
10725,12,2001-11-17,1. FC Koln,Bayer Leverkusen,1 - 2
10726,12,2001-11-17,1. FC Kaiserslautern,FC St. Pauli,5 - 1
10727,12,2001-11-18,1. FC Nurnberg,Hansa Rostock,2 - 0
10728,12,2001-11-18,Bor. Monchengladbach,Energie Cottbus,0 - 0
10729,12,2001-11-24,Bayern Munchen,1. FC Nurnberg,0 - 0
10730,13,2001-11-24,VfL Wolfsburg,Bor. Monchengladbach,3 - 1
10731,13,2001-11-24,Energie Cottbus,VfB Stuttgart,0 - 0
10732,13,2001-11-24,FC St. Pauli,1. FC Koln,1 - 2
10733,13,2001-11-24,Bayer Leverkusen,Hamburger SV,4 - 1
10734,13,2001-11-24,FC Schalke 04,Werder Bremen,1 - 4
10735,13,2001-11-24,Hansa Rostock,Hertha BSC,1 - 1
10736,13,2001-11-25,SC Freiburg,TSV 1860 Munchen,1 - 3
10737,13,2001-11-25,Borussia Dortmund,1. FC Kaiserslautern,3 - 0
10738,13,2001-12-01,TSV 1860 Munchen,Energie Cottbus,1 - 0
10739,14,2001-12-01,VfB Stuttgart,Bor. Monchengladbach,1 - 1
10740,14,2001-12-01,1. FC Nurnberg,FC Schalke 04,0 - 3
10741,14,2001-12-01,Werder Bremen,Bayer Leverkusen,2 - 1
10742,14,2001-12-01,1. FC Koln,Borussia Dortmund,0 - 2
10743,14,2001-12-01,1. FC Kaiserslautern,SC Freiburg,3 - 0
10744,14,2001-12-01,Hansa Rostock,VfL Wolfsburg,1 - 2
10745,14,2001-12-02,Hertha BSC,Bayern Munchen,2 - 1
10746,14,2001-12-02,Hamburger SV,FC St. Pauli,4 - 3
10747,14,2001-12-08,Bayern Munchen,VfL Wolfsburg,3 - 3
10748,15,2001-12-08,VfB Stuttgart,TSV 1860 Munchen,0 - 1
10749,15,2001-12-08,Energie Cottbus,1. FC Kaiserslautern,0 - 2
10750,15,2001-12-08,Borussia Dortmund,Hamburger SV,1 - 0
10751,15,2001-12-08,FC St. Pauli,Werder Bremen,0 - 3
10752,15,2001-12-08,Bayer Leverkusen,1. FC Nurnberg,4 - 2
10753,15,2001-12-08,Bor. Monchengladbach,Hansa Rostock,0 - 2
10754,15,2001-12-09,SC Freiburg,1. FC Koln,0 - 0
10755,15,2001-12-09,FC Schalke 04,Hertha BSC,0 - 0
10756,15,2001-12-15,TSV 1860 Munchen,Bor. Monchengladbach,2 - 2
10757,16,2001-12-15,Hertha BSC,Bayer Leverkusen,2 - 1
10758,16,2001-12-15,1. FC Nurnberg,FC St. Pauli,0 - 0
10759,16,2001-12-15,Werder Bremen,Borussia Dortmund,1 - 1
10760,16,2001-12-15,Hamburger SV,SC Freiburg,1 - 1
10761,16,2001-12-15,1. FC Koln,Energie Cottbus,0 - 0
10762,16,2001-12-15,Hansa Rostock,Bayern Munchen,1 - 0
10763,16,2001-12-16,VfL Wolfsburg,FC Schalke 04,3 - 1
10764,16,2001-12-16,1. FC Kaiserslautern,VfB Stuttgart,2 - 2
10765,16,2001-12-18,Hamburger SV,Energie Cottbus,5 - 2
