,Round Number,Date,Home Team,Away Team,Result
11530,0,2004-08-06,Werder Bremen,FC Schalke 04,1 - 0
11531,0,2004-08-07,1. FC Kaiserslautern,1. FC Nurnberg,1 - 3
11532,0,2004-08-07,SC Freiburg,Hansa Rostock,0 - 0
11533,0,2004-08-07,Borussia Dortmund,VfL Wolfsburg,1 - 2
11534,0,2004-08-07,Bayer Leverkusen,Hannover 96,2 - 1
11535,0,2004-08-07,Hertha BSC,VfL Bochum,2 - 2
11536,0,2004-08-07,Hamburger SV,Bayern Munchen,0 - 2
11537,0,2004-08-08,Arminia Bielefeld,Bor. Monchengladbach,0 - 0
11538,0,2004-08-08,VfB Stuttgart,1. FSV Mainz 05,4 - 2
11539,0,2004-08-14,1. FSV Mainz 05,Hamburger SV,2 - 1
11540,1,2004-08-14,Bayern Munchen,Hertha BSC,1 - 1
11541,1,2004-08-14,Bor. Monchengladbach,Borussia Dortmund,2 - 3
11542,1,2004-08-14,Hansa Rostock,Werder Bremen,0 - 4
11543,1,2004-08-14,FC Schalke 04,1. FC Kaiserslautern,2 - 1
11544,1,2004-08-14,1. FC Nurnberg,VfB Stuttgart,1 - 1
11545,1,2004-08-15,VfL Bochum,Bayer Leverkusen,2 - 2
11546,1,2004-08-15,VfL Wolfsburg,SC Freiburg,0 - 1
11547,1,2004-09-28,Hannover 96,Arminia Bielefeld,0 - 1
11548,1,2004-08-28,1. FC Kaiserslautern,VfB Stuttgart,2 - 3
11549,2,2004-08-28,SC Freiburg,Bor. Monchengladbach,1 - 1
11550,2,2004-08-28,Arminia Bielefeld,VfL Bochum,1 - 2
11551,2,2004-08-28,Bayer Leverkusen,Bayern Munchen,4 - 1
11552,2,2004-08-28,Hertha BSC,1. FSV Mainz 05,1 - 1
11553,2,2004-08-28,Hamburger SV,1. FC Nurnberg,4 - 3
11554,2,2004-08-28,FC Schalke 04,Hansa Rostock,0 - 2
11555,2,2004-08-29,Borussia Dortmund,Hannover 96,1 - 1
11556,2,2004-08-29,Werder Bremen,VfL Wolfsburg,1 - 2
11557,2,2004-09-11,1. FSV Mainz 05,Bayer Leverkusen,2 - 0
11558,3,2004-09-11,Bayern Munchen,Arminia Bielefeld,1 - 0
11559,3,2004-09-11,VfL Bochum,Borussia Dortmund,2 - 2
11560,3,2004-09-11,Bor. Monchengladbach,Werder Bremen,3 - 1
11561,3,2004-09-11,VfL Wolfsburg,FC Schalke 04,3 - 0
11562,3,2004-09-11,VfB Stuttgart,Hamburger SV,2 - 0
11563,3,2004-09-11,1. FC Nurnberg,Hertha BSC,0 - 0
11564,3,2004-09-12,Hannover 96,SC Freiburg,2 - 2
11565,3,2004-09-12,Hansa Rostock,1. FC Kaiserslautern,2 - 3
11566,3,2004-09-18,1. FC Kaiserslautern,Hamburger SV,2 - 1
11567,4,2004-09-18,Borussia Dortmund,Bayern Munchen,2 - 2
11568,4,2004-09-18,Arminia Bielefeld,1. FSV Mainz 05,1 - 1
11569,4,2004-09-18,Bayer Leverkusen,1. FC Nurnberg,2 - 2
11570,4,2004-09-18,Hansa Rostock,VfL Wolfsburg,1 - 2
11571,4,2004-09-18,FC Schalke 04,Bor. Monchengladbach,3 - 2
11572,4,2004-09-18,Werder Bremen,Hannover 96,3 - 0
11573,4,2004-09-19,SC Freiburg,VfL Bochum,1 - 1
11574,4,2004-09-19,Hertha BSC,VfB Stuttgart,0 - 0
11575,4,2004-09-25,Bayern Munchen,SC Freiburg,3 - 1
11576,5,2004-09-25,VfL Bochum,Werder Bremen,1 - 4
11577,5,2004-09-25,Hannover 96,FC Schalke 04,1 - 0
11578,5,2004-09-25,Bor. Monchengladbach,Hansa Rostock,2 - 2
11579,5,2004-09-25,VfL Wolfsburg,1. FC Kaiserslautern,2 - 1
11580,5,2004-09-25,VfB Stuttgart,Bayer Leverkusen,3 - 0
11581,5,2004-09-25,1. FC Nurnberg,Arminia Bielefeld,1 - 2
11582,5,2004-09-26,1. FSV Mainz 05,Borussia Dortmund,1 - 1
11583,5,2004-09-26,Hamburger SV,Hertha BSC,2 - 1
11584,5,2004-10-02,1. FC Kaiserslautern,Hertha BSC,0 - 2
11585,6,2004-10-02,SC Freiburg,1. FSV Mainz 05,1 - 2
11586,6,2004-10-02,Borussia Dortmund,1. FC Nurnberg,2 - 2
11587,6,2004-10-02,Bayer Leverkusen,Hamburger SV,3 - 0
11588,6,2004-10-02,VfL Wolfsburg,Bor. Monchengladbach,2 - 1
11589,6,2004-10-02,Hansa Rostock,Hannover 96,1 - 3
11590,6,2004-10-02,Werder Bremen,Bayern Munchen,1 - 2
11591,6,2004-10-03,Arminia Bielefeld,VfB Stuttgart,0 - 2
11592,6,2004-10-03,FC Schalke 04,VfL Bochum,3 - 2
11593,6,2004-10-16,1. FSV Mainz 05,Werder Bremen,2 - 1
11594,7,2004-10-16,Bayern Munchen,FC Schalke 04,0 - 1
